Domain,PdfLink,Description
Svoboda-Praha.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
a-cz-bright-skin.natural-sales.com,-,Internetové stránky\, na které se dostanete nejčastěji na základě spamů v elektronické poště\, nabízejí téměř zázračný výrobek na pleť. Obchodní podmínky v češtině zcela chybí\, další informace na stránkách jsou nedostatečné. Jako provozovatel je uvedena údajně firma\, která figuruje u mnoha jiných rizikových e-shopů. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aanhydrousx.lol,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
abathingapebape.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
abcici.shop,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
abm-clinical.webflow.io,-,Stránky odkazují na neexistující rozhovor s údajným lékařem\, tím má být lékař Michal Koláček. Tento domnělý věděc však nemá žádný záznam na univerzitě\, ani v jiné seriozní instituci. Fotka je stažena z fotobanky\, jde o smyšleného odborníka. Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách varuje Česká obchodní inspekce i Státní ústav prokontrolu léčiv.
abshuzhi.com,-,Stránka se otevře správně jen těm\, kteří přijdou z reklamy na Facebooku (https://www.coi.gov.cz/shduolian-fb/) a následně se zobrazí lživý obsah o tom\, že Ivo Lukačovič investuje 100 milionů Kč do zahraniční firmy (https://www.coi.gov.cz/abshuzhi/). Tato zpráva se nezakládá na pravdě. Na stránce jsou pak údaje o tom\, komu a kam poslat peníze\, respektive částku v kryptoměně Bitcoin\, aby člověk také rychle zbohatl. Uvedená stránka navíc zneužívá loga českých televizních společností\, aby vypadala důvěryhodněji. Česká obchodní inspekce před těmito stránkami varuje\, provozovatel je neznámý.
abyte.online,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
achaet.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
adapterynotebooku.cz,-,Dle spotřebitele je zboží z tohoto e-shopu nefunkční. Spotřebitel je krácen na svých právech\, protože v obchodních podmínkách je stanoveno\, že zboží musí být reklamováno do 30 dnů od doručení. Na kontakt uvedený na stránkách obchodu nikdo nereaguje. Ze stránek není nikde zřejmé\, kdo je provozovatelem\, tedy s kým spotřebitel uzavírá smlouvu a vůči komu může nárokovat svá práva. Česká obchodní inspekce před těmito stránkami spotřebitele varuje.
adelakoukalova.store,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
adhesionplum.com,-,Stránka se otevře v okamžiku\, kdy kliknete na reklamu\, která Vám ukazuje obrázek\, že jste vyhráli iPod. Stránka zneužívá logo známého řetězce. Řetězec nemá s uvedenou stránkou nic společného. Na stránce pak má spotřebitel vyplnit citlivé údaje k tomu\, aby údajnou výhru získal. Rozhodně nedoporučujeme formulář vyplňovat\, stránky jsou zcela anonymní. Viz: https://www.coi.gov.cz/adhesionplum-com/
adidasunderwear.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
adnet99.com/pr/Bactefortleadbit8MedPapilomiwheelCZ/?sub1=8ccf0ee4e96351d08739b9e673a86058-5962-0727,-,Internetové stránky\, na které se dostanete nejčastěji přes reklamu\, slibují neznámý přípravek proti papalomaviru. Informace na stránkách jsou nedostatečné. Jako provozovatel je uvedena údajně firma z Panamy\, která figuruje u mnoha jiných rizikových e-shopů\, které nabízejí celou řadu dalších neznámých výrobků např. na hubnutí\, proti kouření\, prostatě\, na klouby\, srdeční hypertenzi a další. Výrobky nejsou schváleny Ústavem pro kontrolu léčiv\, lékaři před těmito neznámými přípravky varují. Nákup zde za rizikový považuje také Česká obchodní inspekce.
adurtho.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aenact.lol,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aercruft.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
afinhoew.shop,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
ahojahoj.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aiglevyprodej.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
airselfiecamera.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
airupczechrepublics.top,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
airydress.com,-,Při pokusu spotřebitele odstoupit od kupní smlouvy bylo nabídnuto pouze vrácení poloviny uhrazené sumy. Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aizen.cz,-,Po zaplacení přišlo zcela jiné zboží\, na urgence spotřebitele nikdo nereaguje. Spotřebitel se obrátil na Českou obchodní inspekci.  Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aizhongzhou.com,-,Stránka se otevře správně jen těm\, kteří přijdou z reklamy na Facebooku (https://www.coi.gov.cz/dluskdj/) a následně se zobrazí lživý obsah o tom\, že se dá zázračně rychle zbohatnout (https://www.coi.gov.cz/aizhongzhou/). Tato zpráva se nezakládá na pravdě. Na stránce jsou pak lidé vyzváni vyplnit osobní údaje a odeslat neznámo komu. Uvedená stránka navíc zneužívá logo České televize\, TV Nova i TV Prima. Česká obchodní inspekce před těmito stránkami varuje\, provozovatel je neznámý.
alabo.sk,https://www.soi.sk/files/documents/info-verejnost/internetove%20obchody/alabo.pdf,-
aldoeshop.cz,-,Internetový obchod je provozován subjektem se sídlem mimo členské státy Evropské unie\, ačkoliv internetový obchod může u spotřebitelů vzbuzovat dojem\, že je provozován subjektem se sídlem v České republice nebo Evropské unii\, např. e-shop v českém jazyce je provozován subjektem se sídlem v Číně. Spotřebitelé nemohou uplatňovat svá práva\, nebo je tato možnost významně ztížena.
alevlioto.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
alimoder.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
allbirdsboty.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
alo-yoga.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aloyoga.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aloyogacz.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
altracz.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
altrarunnerscz.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
altrarunningcz.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
alzaland.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
amazingsite24.com/420/carattiacream-br/gps/,-,Stránka\, na kterou se dostane spotřebitel nejčastěji proklikem přes web www.abc-pro-zdravi.cz\, nabízí neznámý výrobek - krém na pokožku. Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
amilara.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
amorise.com,-,Stránka se otevře teprve po rozkliknutí reklamy na Facebooku\, viz obrázek reklamy (https://www.coi.gov.cz/wp-content/uploads/2020/03/reklama-mares.png). Mareš se skutečně vyjadřoval v České televizi\, tento záběr a zmínka v Událostech ČT ale byla kvůli tomu\, že známý moderátor reagoval na to\, aby lidé nosili roušky. Po prokliku se však zobrazí lživý text a smyšlený rozhovor s Danielem Takáčem o úžasné šanci zbohatnout\, viz obrázek (https://www.coi.gov.cz/wp-content/uploads/2020/04/amorise.png). Stránka pak láká spotřebitele zadat údaje na anonymním webu seekmob.com a investovat do zázračného zbohatnutí v kryptoměnách. Před těmito stránkami ČOI varuje\, web je anonymní a údajně zaručené zbohatnutí se opírá o zkreslená fakta.
andreasmidova.cz,-,Opuštěnou doménu koupil neznámý subjekt. Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
anekkecz.eu,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
annapolackova.cz,-,Po uhrazení objednaného zboží platbou předem podle spotřebitelských informací nic nedorazí. Jako provozovatel není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Jediná cesta\, jak kontaktovat prodejce\, je formulář na webu\, na ten však podle spotřebitelských podání nikdo nereaguje. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
antikwariat.cz,-,Spotřebitelka uvedla\, že jí nebyly dodány objednané knihy a obchod nekomunikuje. Na internetových stránkách nejsou zveřejněny identifikační údaje prodávajícího\, je zde uvedena pouze e-mailová adresa\, telefonní číslo „Pražského depozitáře“ a adresa náměstí Míru 47\, 763 16  Fryšták\, na kterém se nachází úplně jiný provozovatel - prodejna potravin (večerka). Vyhledáním v registru internetových domén cz.nic nebylo možné identifikovat vlastníka této domény. Spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
ariat.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
armedangels.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
ashcz.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
asicscz.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
asicspraha.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
attest.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
austarucetnictvi.cz,-,Opuštěnou doménu koupil neznámý subjekt. Název domény neodpovídá nabízenému zboží\, tím je především oblečení a obuv. Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
autoelektrony.sk,https://www.soi.sk/files/documents/info-verejnost/internetove%20obchody/autoelektrony.sk.pdf,-
axelarigato.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
aybl.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
b92eegumoc.store,-,Na tuto adresu odkazují spamy. Následuje přesměrování na další různé anonymní weby\, které především sbírají osobní údaje. Jako provozovatel není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, vůči komu může nárokovat svá práva. Před těmito stránkami Česká obchodní inspekce varuje.
babickypecou.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
babypandicka.com,-,Uvedený podnikatelský subjekt dle výpisu ze slovenského živnostenského rejstříku ukončil činnost v roce 2021\, doména IO registrovaná až 27. 3. 2023.
baczaoe.top,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bagscnshop.top,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
baluett.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
barbourcz.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
basafy.shop,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bathstr.shop,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bebince.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bedernioperkacz.com,-,Stránka\, na kterou se dostane spotřebitel nejčastěji přes spam v e-mailu\, nabízí údajně výrobek na bolavá záda. Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
beistravel.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bellcasual.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
belleef.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
benuker.tech,-,Stránka se otevře teprve po rozkliknutí spamu\, který se šíří e-mailem. Stránka zneužívá jméno známého moderátora Leoše Mareše (viz https://pooh.cz/2021/04/17/leos-mares-zneuzivan-v-dalsim-kryptomenovem-podvodu-na-linkedin/). Článek na stránce hovoří o tom\, že Leoš Mareš se objevil v pořadu „Interview ČT24“\, který uváděl Daniel Takáč\, a oznámil novou „mezeru v zákonech pro bohatství“\, o které je prokázané\, že z kohokoliv udělá za 3 až 4 měsíce milionáře. Stránka pak láká spotřebitele zadat údaje na anonymním webu primechnnls.com a investovat do zázračného zbohatnutí v kryptoměnách. Ve skutečnosti se jedná jen o získání citlivých údajů a peněz od důvěřivých lidí\, nejedná se o žádnou zaručenou cestu výdělku\, jak web prezentuje. Před těmito stránkami ČOI varuje\, web je anonymní a údajně zaručené zbohatnutí se opírá o zkreslená fakta.
bereta.shop,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bestbrandsczech.com,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bestbtcoffers.com,-,Stránka láká spotřebitele k zázračnému zbohatnutí na kryptoměnách. Míří sem spotřebitelé nejen z reklamních lživých e-mailů\, kde zázračné zbohatnutí má slibovat Pavel Nedvěd\, jde však o smyšlené údaje a rozhovor\, který neexistoval. Stránka zneužívá kryptoměny k nalákání dalších na údajné investice a zázračné zbohatnutí a periodicky obměňuje příběh a mění domény. Webové stránky uvádějí lživé a zastaralé informace o investici do kryptoměny či na burzách\, aby to vypadalo\, že investice se jedině vyplatí. S ohledem na nedostatečné informace na webu nejen o provozovateli\, dále neinformování o právech pro spotřebitele\, Česká obchodní inspekce vyplnění formuláře a případné zaplacení zde považuje za rizikové.
bestceler.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bestsupportchannel.com/420/coffitin-m-med/gps/,-,Stránky se prezentují jako odborný portál\, kde se k neznámému přípravku vyjadřuje údajný prof. Stefan Kubíček\, který však nemá žádný záznam na univerzitě\, ani v jiné seriozní instituci. Fotka je stažena z fotobanky\, jde o smyšleného odborníka. Obchodní podmínky jsou zcela nedostatečné. Na stránkách je pak nabízen pochybný výrobek na hubnutí. Česká obchodní inspekce nákup zde považuje za rizikový.
bettertbuy.co,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bezeckyklubbrno.cz,-,Opuštěnou doménu koupil neznámý subjekt. Název domény neodpovídá nabízenému zboží\, tím jsou především kšiltovky. Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bezpupku.cz,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bgznyxlbkgp.digital,-,Stránka láká spotřebitele k zázračnému zbohatnutí na kryptoměnách. Míří sem spotřebitelé nejen z reklamních lživých stránek\, kde zázračné zbohatnutí má slibovat i premiér ČR Andrej Babiš (https://www.coi.gov.cz/bgznyxlbkgp/)\, jde však o smyšlené údaje a rozhovor\, který neexistoval. Stránka zneužívá kryptoměny k nalákání dalších na údajné investice a zázračné zbohatnutí a periodicky obměňuje příběh a mění domény. Webové stránky uvádějí lživé a zastaralé informace o investici do kryptoměny či na burzách\, aby to vypadalo\, že investice se jedině vyplatí. S ohledem na nedostatečné informace na webu nejen o provozovateli\, dále neinformování o právech pro spotřebitele\, Česká obchodní inspekce vyplnění formuláře a případné zaplacení zde považuje za rizikové.
bifcaa.vip,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bikeblitz.eu,-,Jako provozovatel webu není uveden nikdo\, stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
bio-max.cz,-,Na webových stránkách je uvedena identifikace subjektu (IČO)\, který neexistuje. Stránky jsou tedy zcela anonymní a spotřebitel neví\, s kým uzavírá kupní smlouvu a vůči komu může nárokovat svá práva. Před nákupem na těchto stránkách Česká obchodní inspekce varuje.
